DexNum,Name,BaseStats,Types,CatchRate,EvoStage,Evs,WildHeldItem1,WildHeldItem2,WildHeldItem3,Gender(N=-1),HatchCycles,BaseFriendship,EXPGrowth,EggGroup1,EggGroup2,Ability1,Ability2,AbilityH,FormSprite,FormCount,Color,IsPresentInGame,BaseEXP,DexHeight_Weight,fields_sec1,Icon,"unused(4E,50)",fields_sec2,EvoBaseID,FormIndex,IsGalarianForm,IsBoxLegend,DexNumber,field_sec3,Unknown,field_sec4,Unused(A6)
#834,Drednaw,90~115~90~74~48~68,WATER!ROCK,75,2,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_water_1,ability.strong_jaw,ability.shell_armor,ability.swift_swim,0,1,3,1,170,100!1155,0!131!96!135!147!36!99!6!8!16!10!64!5!0!0!0!0!0!123!4!17!156!129!96!0!2!8!24!16!192!12!0,904,0!0,0!0,833,0,0,0,834,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!50!0!80!45!0!0!0!0!3!0!3!0!3!3!4!4!3!3!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!317!0!317!0!710!317,0
#835,Yamper,59~45~50~26~40~50,ELECTRIC!ELECTRIC,255,1,1~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.ball_fetch,ability.ball_fetch,ability.rattled,0,1,2,1,54,30!135,0!192!32!163!128!3!0!0!20!16!33!0!0!0!0!0!0!0!0!3!16!12!9!0!0!0!0!0!65!4!0!0,907,0!0,0!0,835,0,0,0,835,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!50!0!0!0!0!3!0!3!0!3!3!5!4!4!4!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!609!0!209!0!609!209,0
#836,Boltund,69~90~60~121~90~60,ELECTRIC!ELECTRIC,45,2,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.strong_jaw,ability.strong_jaw,ability.competitive,0,1,2,1,172,100!340,0!195!32!163!128!3!0!0!20!16!33!36!0!0!0!0!0!0!0!51!16!12!9!4!1!0!0!0!65!4!2!0,908,0!0,0!0,835,0,0,0,836,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!60!0!85!40!0!0!0!0!3!0!3!0!3!3!4!4!3!3!3,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!609!0!528!0!582!528,0
#837,Rolycoly,30~40~50~30~40~50,ROCK!ROCK,255,1,0~0~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_mineral,egggroup.egg_group_mineral,ability.steam_engine,ability.heatproof,ability.flash_fire,0,1,4,1,48,30!120,0!128!116!131!193!0!67!0!0!16!0!0!0!0!0!0!0!0!0!0!144!12!0!64!16!0!0!28!0!1!0!0,933,0!0,0!0,837,0,0,0,837,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!45!0!0!0!0!1!0!3!0!2!3!5!5!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!397!0!246!0!229!246,0
#838,Carkol,80~60~90~50~60~70,ROCK!FIRE,120,2,0~0~2~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_mineral,egggroup.egg_group_mineral,ability.steam_engine,ability.flame_body,ability.flash_fire,0,1,4,1,144,110!780,0!160!116!131!193!0!67!0!0!16!0!0!0!0!0!0!0!0!4!128!144!12!16!72!144!0!0!156!16!65!8!0,934,0!0,0!0,837,0,0,0,838,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!85!45!0!0!0!0!2!0!3!0!3!3!4!4!4!3!3,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!488!0!350!0!488!350,0
#839,Coalossal,110~80~120~30~80~90,ROCK!FIRE,45,0,0~0~3~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_mineral,egggroup.egg_group_mineral,ability.steam_engine,ability.flame_body,ability.flash_fire,0,1,4,1,255,280!3105,11!171!116!131!193!0!67!0!0!16!2!0!0!0!0!0!0!0!6!132!144!12!16!72!144!0!8!156!16!65!8!0,935,0!0,0!0,837,0,0,0,839,0!14!0!16!0!19!0!25!0!30!0!0!0!0!60!0!60!0!100!60!0!0!0!0!2!0!3!0!3!3!3!3!3!2!2,1~1~1~1~1~5~5~5~5~5~2~2~5~5~5,0!0!0!0!749!0!488!0!749!488,0
#840,Applin,40~40~80~20~40~40,GRASS!DRAGON,255,1,0~0~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_ERRATIC,egggroup.egg_group_grass,egggroup.egg_group_dragon,ability.ripen,ability.gluttony,ability.bulletproof,0,1,3,1,52,20!5,0!0!0!128!0!0!0!0!0!0!0!0!0!0!0!0!64!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,966,0!0,0!0,840,0,0,0,840,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!3!0!3!0!2!3!4!4!4!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!310!0!310!0!110!310,0
#841,Flapple,70~110~80~70~95~60,GRASS!DRAGON,45,2,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_ERRATIC,egggroup.egg_group_grass,egggroup.egg_group_dragon,ability.ripen,ability.gluttony,ability.hustle,0,1,3,1,170,30!10,64!11!32!151!132!0!4!1!0!80!0!128!0!0!0!0!64!0!0!32!16!13!0!64!8!72!2!160!0!0!0!0,967,0!0,0!0,840,0,0,0,841,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!50!0!90!55!0!0!0!0!2!0!3!0!3!3!3!3!3!3!2,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!788!0!788!0!73!788,0
#842,Appletun,110~85~80~30~100~80,GRASS!DRAGON,45,2,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_ERRATIC,egggroup.egg_group_grass,egggroup.egg_group_dragon,ability.ripen,ability.gluttony,ability.thick_fat,0,1,3,1,170,40!130,0!11!46!147!132!0!4!2!0!16!2!0!0!0!0!0!64!0!2!4!18!13!128!64!16!72!2!160!0!64!8!0,968,0!0,0!0,840,0,0,0,842,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!60!0!90!50!0!0!0!0!2!0!3!0!3!3!3!3!3!2!2,1~1~1~1~1~5~5~4~5~6~2~2~4~5~6,0!0!0!0!787!0!787!0!74!787,0
#843,Silicobra,52~57~75~46~35~50,GROUND!GROUND,255,1,0~0~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_dragon,ability.sand_spit,ability.shed_skin,ability.sand_veil,0,1,3,1,63,220!76,0!128!33!131!129!0!34!0!0!16!2!0!2!0!0!0!0!0!0!4!16!12!0!0!0!0!8!0!128!0!0!0,936,0!0,0!0,843,0,0,0,843,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!45!0!0!0!0!1!0!2!0!3!2!5!4!4!4!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!137!0!489!0!137!489,0
#844,Sandaconda,72~107~125~71~65~70,GROUND!GROUND,120,2,0~0~2~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_dragon,ability.sand_spit,ability.shed_skin,ability.sand_veil,0,1,3,1,179,380!655,0!131!97!131!129!0!99!0!16!16!2!0!2!0!0!0!0!0!0!4!16!13!0!64!0!0!40!28!128!66!8!0,937,0!0,0!0,843,0,0,0,844,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!90!45!0!0!0!0!2!0!2!0!3!2!4!3!3!3!2,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!328!0!489!0!328!489,0
#845,Cramorant,70~85~55~85~85~95,FLYING!WATER,45,2,0~0~0~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_water_1,egggroup.egg_group_flying,ability.gulp_missile,ability.gulp_missile,ability.gulp_missile,1153,3,1,1,166,80!180,64!3!160!203!146!96!0!4!0!16!0!128!0!0!0!0!0!0!120!16!50!12!136!0!0!0!4!0!16!130!4!0,917,0!0,0!0,845,0,0,0,845,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!1!0!2!0!2!2!4!4!4!4!3,1~1~1~1~1~5~5~4~4~4~2~2~4~4~4,0!0!0!0!57!0!57!0!65!57,0
#846,Arrokuda,41~63~40~66~40~30,WATER!WATER,255,1,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_SLOW,egggroup.egg_group_water_2,egggroup.egg_group_water_2,ability.swift_swim,ability.swift_swim,ability.propeller_tail,0,1,5,1,56,50!10,0!0!32!131!146!41!16!4!8!16!0!0!0!0!0!0!0!0!0!48!17!12!1!0!32!2!0!0!144!128!6!0,913,0!0,0!0,846,0,0,0,846,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!45!0!0!0!0!2!0!3!0!3!3!4!4!3!3!3,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!64!0!710!0!242!710,0
#847,Barraskewda,61~123~60~136~60~50,WATER!WATER,60,2,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_SLOW,egggroup.egg_group_water_2,egggroup.egg_group_water_2,ability.swift_swim,ability.swift_swim,ability.propeller_tail,0,1,5,1,172,130!300,0!3!32!135!146!41!16!4!8!16!0!0!0!0!0!0!0!0!24!48!17!12!1!0!32!2!0!0!144!128!6!0,914,0!0,0!0,846,0,0,0,847,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!45!0!0!0!0!2!0!3!0!3!3!3!3!3!6!4,1~1~1~2~2~5~5~3~3~3~2~2~3~3~3,0!0!0!0!675!0!675!0!710!675,0
#848,Toxel,40~38~35~40~54~35,ELECTRIC!POISON,75,1,0~0~0~0~1~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_6400,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.rattled,ability.ability_static,ability.klutz,0,1,6,1,48,40!110,0!0!32!131!128!0!0!0!0!16!0!0!0!0!0!0!0!0!0!0!16!76!0!0!0!0!0!0!0!0!0!0,921,0!0,0!0,848,0,0,0,848,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!60!0!80!40!0!0!0!0!3!0!3!0!3!3!5!5!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!51!0!51!0!609!51,0
#849,Toxtricity,75~98~70~75~114~70,ELECTRIC!POISON,45,2,0~0~0~0~2~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_6400,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_human_like,egggroup.egg_group_human_like,ability.punk_rock,ability.plus,ability.technician,1155,2,6,1,176,160!400,43!67!33!135!128!1!0!138!0!52!33!32!0!0!0!0!0!0!0!3!80!76!40!4!0!2!0!66!69!128!0!0,922,0!0,0!0,848,0,0,0,849,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!40!0!0!0!0!2!0!2!0!2!2!4!4!12!10!8,1~1~2~2~2~5~5~2~3~3~2~2~2~3~3,0!0!0!0!786!0!586!0!786!586,0
#850,Sizzlipede,50~65~45~45~50~50,FIRE!BUG,190,1,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.flash_fire,ability.white_smoke,ability.flame_body,0,1,0,1,61,70!10,0!32!32!131!132!0!0!0!0!20!0!0!2!0!0!0!0!0!0!0!20!12!17!0!0!32!0!1!16!1!0!0,915,0!0,0!0,850,0,0,0,850,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!2!0!2!0!3!2!5!4!3!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!35!0!489!0!172!489,0
#851,Centiskorch,100~115~65~65~90~90,FIRE!BUG,75,2,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.flash_fire,ability.white_smoke,ability.flame_body,0,1,0,1,184,300!1200,0!43!32!131!196!0!0!0!20!20!0!16!2!0!0!0!0!0!4!128!20!12!17!8!128!48!0!1!16!1!0!0,916,0!0,0!0,850,0,0,0,851,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!60!0!85!45!0!0!0!0!2!0!3!0!2!3!3!3!3!2!2,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!489!0!172!0!489!172,0
#852,Clobbopus,50~68~60~32~50~50,FIGHTING!FIGHTING,180,1,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_6400,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_human_like,ability.limber,ability.limber,ability.technician,0,1,5,1,62,60!40,17!0!32!131!128!44!160!2!0!144!0!0!0!0!0!0!0!0!2!0!49!12!160!32!33!0!1!0!32!0!4!0,964,0!0,0!0,852,0,0,0,852,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!50!0!85!40!0!0!0!0!1!0!3!0!3!3!4!4!4!3!3,1~1~1~1~1~5~5~2~2~2~2~2~2~2~2,0!0!0!0!20!0!20!0!269!20,0
#853,Grapploct,80~118~90~42~70~80,FIGHTING!FIGHTING,45,2,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_6400,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_human_like,ability.limber,ability.limber,ability.technician,0,1,1,1,168,160!390,17!131!32!135!144!44!160!130!0!144!0!0!6!0!0!0!0!0!26!0!49!12!160!32!33!0!1!0!32!0!4!0,965,0!0,0!0,852,0,0,0,853,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!50!0!90!50!0!0!0!0!2!0!3!0!3!3!3!3!3!2!2,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!753!0!179!0!753!179,0
#854,Sinistea,40~45~45~50~74~54,GHOST!GHOST,120,1,0~0~0~0~1~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_mineral,egggroup.egg_group_amorphous,ability.weak_armor,ability.weak_armor,ability.cursed_body,1156,2,6,1,62,10!2,0!0!32!19!192!16!0!2!128!48!64!0!0!0!0!0!0!0!0!72!16!46!66!0!0!4!16!0!14!0!0!0,972,0!0,0!0,854,0,0,0,854,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!50!0!85!55!0!0!0!0!1!0!3!0!3!3!5!5!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!417!0!247!0!417!247,0
#855,Polteageist,60~65~65~70~134~114,GHOST!GHOST,60,2,0~0~0~0~2~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_mineral,egggroup.egg_group_amorphous,ability.weak_armor,ability.weak_armor,ability.cursed_body,1157,2,6,1,178,20!4,0!3!54!19!192!16!0!2!128!48!64!0!0!0!0!0!0!0!0!72!16!46!66!0!0!4!16!0!14!0!0!0,973,0!0,0!0,854,0,0,0,855,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!1!0!3!0!1!3!4!4!4!3!3,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!247!0!247!0!417!247,0
#856,Hatenna,42~30~45~39~56~53,PSYCHIC!PSYCHIC,235,1,0~0~0~0~1~0~0,item.none,item.none,item.none,GENDER_RATIO_M0F100,HATCH_CYCLES_5120,BF_70,EGR_SLOW,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.healer,ability.anticipation,ability.magic_bounce,0,1,9,1,53,40!34,0!68!42!179!128!18!0!0!0!16!128!16!0!0!0!0!0!0!0!8!16!46!0!1!2!4!0!0!4!20!0!0,969,0!0,0!0,856,0,0,0,856,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!85!40!0!0!0!0!2!0!2!0!2!2!5!4!4!4!3,1~1~1~1~1~5~5~2~2~2~2~2~2~2~2,0!0!0!0!791!0!791!0!60!791,0
#857,Hattrem,57~40~65~49~86~73,PSYCHIC!PSYCHIC,120,2,0~0~0~0~2~0~0,item.none,item.none,item.none,GENDER_RATIO_M0F100,HATCH_CYCLES_5120,BF_70,EGR_SLOW,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.healer,ability.anticipation,ability.magic_bounce,0,1,9,1,130,60!48,0!68!42!179!128!18!0!0!0!16!128!16!2!0!0!0!0!0!0!8!16!46!0!1!2!4!0!0!4!20!0!0,970,0!0,0!0,856,0,0,0,857,0!14!0!16!0!19!0!25!0!30!0!0!0!0!55!0!60!0!85!55!0!0!0!0!2!0!3!0!2!3!4!4!4!4!3,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!693!0!693!0!589!693,0
#858,Hatterene,57~90~95~29~136~103,PSYCHIC!FAIRY,45,3,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_M0F100,HATCH_CYCLES_5120,BF_70,EGR_SLOW,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.healer,ability.anticipation,ability.magic_bounce,0,1,9,1,255,210!51,0!71!42!179!128!18!0!48!226!17!128!16!2!0!0!0!0!0!1!8!16!46!6!1!2!4!0!1!4!20!0!0,971,0!0,0!0,856,0,0,0,858,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!3!3!2!2!2,1~1~1~1~1~5~5~4~4~5~2~2~4~4~5,0!0!0!0!605!0!605!0!347!605,0
#859,Impidimp,45~45~30~50~55~40,DARK!FAIRY,255,1,0~0~0~0~1~0~0,item.none,item.none,item.none,GENDER_RATIO_M100F0,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_human_like,ability.prankster,ability.frisk,ability.pickpocket,0,1,9,1,53,40!55,3!64!160!131!128!132!0!132!0!144!128!0!0!0!0!0!0!0!128!64!20!12!104!0!0!4!16!0!2!20!0!0,957,0!0,0!0,859,0,0,0,859,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!45!0!0!0!0!2!0!3!0!3!3!5!4!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!590!0!259!0!260!259,0
#860,Morgrem,65~60~45~70~75~55,DARK!FAIRY,120,2,0~0~0~0~2~0~0,item.none,item.none,item.none,GENDER_RATIO_M100F0,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_human_like,ability.prankster,ability.frisk,ability.pickpocket,0,1,9,1,130,80!125,3!64!166!131!128!132!0!132!2!144!128!0!0!0!0!0!0!0!128!64!20!12!104!0!0!4!16!0!2!148!0!0,958,0!0,0!0,859,0,0,0,860,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!90!55!0!0!0!0!2!0!2!0!2!2!4!4!4!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!793!0!793!0!207!793,0
#861,Grimmsnarl,95~120~65~60~95~75,DARK!FAIRY,45,3,0~3~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M100F0,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_human_like,ability.prankster,ability.frisk,ability.pickpocket,0,1,6,1,255,150!610,59!67!166!135!128!140!0!148!130!152!128!0!4!0!0!0!0!0!130!96!20!12!233!0!1!4!17!1!2!180!8!0,959,0!0,0!0,859,0,0,0,861,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!90!40!0!0!0!0!2!0!3!0!2!3!4!3!3!3!2,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!789!0!789!0!259!789,0
#862,Obstagoon,93~90~101~95~60~81,DARK!NORMAL,45,3,0~0~3~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.reckless,ability.guts,ability.defiant,0,1,7,1,260,160!460,187!195!161!143!150!143!32!14!2!146!32!0!4!0!0!0!0!0!242!35!48!140!98!68!33!24!0!34!32!128!8!0,928,0!0,0!0,263,1,1,0,862,1!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!100!50!0!0!0!0!2!0!2!0!3!2!4!4!3!3!3,1~1~1~1~1~5~5~5~6~7~2~2~5~6~7,0!0!0!0!68!0!68!0!792!68,0
#863,Perrserker,70~110~100~50~50~60,STEEL!STEEL,90,2,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.battle_armor,ability.tough_claws,ability.steely_spirit,0,1,5,1,154,80!280,4!131!161!131!134!0!0!15!2!144!0!0!0!0!0!0!128!0!3!3!18!172!43!68!48!12!16!134!34!132!0!0,943,0!0,0!0,52,2,1,0,863,2!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!90!50!0!0!0!0!2!0!3!0!3!3!3!3!3!3!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!232!0!468!0!442!468,0
#864,Cursola,60~95~50~30~145~130,GHOST!GHOST,30,2,0~0~0~0~2~0~0,item.none,item.leek,item.none,GENDER_RATIO_M24_9F75_1,HATCH_CYCLES_5120,BF_70,EGR_FAST,egggroup.egg_group_water_1,egggroup.egg_group_water_3,ability.weak_armor,ability.weak_armor,ability.perish_body,0,1,8,1,179,100!4,128!131!127!155!223!4!201!0!0!48!2!0!4!0!0!0!0!0!122!12!22!12!2!64!2!128!8!24!16!128!4!0,947,0!0,0!0,222,1,1,0,864,1!14!0!16!0!19!0!25!0!30!0!0!0!0!75!0!70!0!100!50!0!0!0!0!2!0!3!0!2!3!3!3!3!2!2,1~1~1~1~1~5~5~4~4~5~2~2~4~4~5,0!0!0!0!180!0!668!0!180!668,0
#865,Sirfetch�d,62~135~95~65~68~82,FIGHTING!FIGHTING,45,2,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_flying,egggroup.egg_group_field,ability.steadfast,ability.steadfast,ability.scrappy,0,1,8,1,177,80!1170,0!16!32!195!132!14!0!4!0!144!0!0!2!0!0!0!0!0!3!32!16!12!128!64!36!2!4!0!32!128!0!0,981,0!0,0!0,83,1,1,0,865,1!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!60!0!0!0!0!3!0!3!0!2!3!3!3!3!3!2,1~1~1~1~1~5~5~4~4~5~2~2~4~4~5,0!0!0!0!348!0!348!0!14!348,0
#866,Mr. Rime,80~85~75~70~110~100,ICE!PSYCHIC,45,2,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_6400,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_human_like,egggroup.egg_group_human_like,ability.tangled_feet,ability.screen_cleaner,ability.ice_body,0,1,6,1,182,150!582,19!75!175!171!142!138!8!186!193!17!0!10!4!0!0!0!0!0!98!75!16!110!110!65!2!0!51!32!14!16!0!0,980,0!0,0!0,122,1,1,0,866,1!14!0!16!0!19!0!25!0!30!0!0!0!0!60!0!60!0!90!45!0!0!0!0!2!0!2!0!3!2!3!3!3!2!2,1~1~1~1~1~5~5~4~4~5~2~2~4~4~5,0!0!0!0!243!0!243!0!573!243,0
#867,Runerigus,58~95~145~30~50~105,GROUND!GHOST,90,2,0~0~2~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_6400,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_mineral,egggroup.egg_group_amorphous,ability.wandering_spirit,ability.wandering_spirit,ability.wandering_spirit,0,1,7,1,169,160!666,0!3!232!135!195!148!67!50!194!48!66!0!2!0!0!0!0!0!0!12!18!12!98!65!66!68!58!56!8!0!8!0,979,0!0,0!0,562,1,1,0,867,1!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!55!0!0!0!0!2!0!3!0!3!3!3!3!3!2!2,1~1~1~1~1~5~5~4~4~5~2~2~4~4~5,0!0!0!0!421!0!89!0!50!89,0
#868,Milcery,45~40~40~34~50~61,FAIRY!FAIRY,200,1,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_M0F100,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_amorphous,ability.sweet_veil,ability.sweet_veil,ability.aroma_veil,0,1,8,1,54,20!3,0!0!32!163!128!2!0!8!0!16!128!2!0!0!0!0!0!0!0!0!16!12!0!0!0!0!0!0!4!16!0!0,924,0!0,0!0,868,0,0,0,868,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!80!50!0!0!0!0!3!0!1!0!2!1!5!5!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!577!0!605!0!151!605,0
